日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2018-06-06,'600008,首创股份,4.46,4.48,4.45,4.48,4.49,-0.03,-0.6682,0.1821,8776620,39160030.0,21499938993.0,21499938993.0,None
2018-06-05,'600008,首创股份,4.49,4.49,4.44,4.47,4.46,0.03,0.6726,0.2292,11048401,49314575.0,21644557416.8,21644557416.8,None
2018-06-04,'600008,首创股份,4.46,4.5,4.44,4.48,4.47,-0.01,-0.2237,0.1939,9348701,41737624.0,21499938993.0,21499938993.0,None
2018-06-01,'600008,首创股份,4.47,4.58,4.44,4.58,4.56,-0.09,-1.9737,0.2712,13073624,59002634.0,21548145134.3,21548145134.3,None
2018-05-31,'600008,首创股份,4.56,4.61,4.53,4.55,4.54,0.02,0.4405,0.3056,14730665,67246834.0,21982000405.4,21982000405.4,None
2018-05-30,'600008,首创股份,4.54,4.74,4.52,4.74,4.78,-0.24,-5.0209,0.435,20968278,97180065.0,21885588123.0,21885588123.0,None
2018-05-29,'600008,首创股份,4.78,4.79,4.7,4.75,4.76,0.02,0.4202,0.4919,23714353,112606623.0,23042535512.7,23042535512.7,None
2018-05-28,'600008,首创股份,4.76,4.84,4.75,4.82,4.82,-0.06,-1.2448,0.2919,14070302,67195688.0,22946123230.2,22946123230.2,None
2018-05-25,'600008,首创股份,4.82,4.84,4.76,4.76,4.78,0.04,0.8368,0.3035,14629096,70281855.0,23235360077.7,23235360077.7,None
2018-05-24,'600008,首创股份,4.78,4.84,4.77,4.83,4.84,-0.06,-1.2397,0.2854,13760264,66222582.0,23042535512.7,23042535512.7,None
2018-05-23,'600008,首创股份,4.84,4.89,4.82,4.89,4.9,-0.06,-1.2245,0.3683,17754088,85923130.0,23331772360.2,23331772360.2,None
2018-05-22,'600008,首创股份,4.9,4.91,4.84,4.86,4.85,0.05,1.0309,0.6159,29692543,144922821.0,23621009207.6,23621009207.6,None
2018-05-21,'600008,首创股份,4.85,4.92,4.84,4.89,4.82,0.03,0.6224,0.514,24778404,120894462.0,23379978501.4,23379978501.4,None
2018-05-18,'600008,首创股份,4.82,4.83,4.75,4.77,4.77,0.05,1.0482,0.2826,13622908,65349808.0,23235360077.7,23235360077.7,None
2018-05-17,'600008,首创股份,4.77,4.84,4.76,4.84,4.83,-0.06,-1.2422,0.2561,12344331,59110107.0,22994329371.5,22994329371.5,None
2018-05-16,'600008,首创股份,4.83,4.84,4.78,4.8,4.8,0.03,0.625,0.3,14459543,69671603.0,23283566218.9,23283566218.9,None
2018-05-15,'600008,首创股份,4.8,4.81,4.78,4.78,4.78,0.02,0.4184,0.201,9690589,46461991.0,23138947795.2,23138947795.2,None
2018-05-14,'600008,首创股份,4.78,4.82,4.77,4.82,4.82,-0.04,-0.8299,0.2196,10586119,50718854.0,23042535512.7,23042535512.7,None
2018-05-11,'600008,首创股份,4.82,4.88,4.81,4.86,4.86,-0.04,-0.823,0.2823,13610586,65635342.0,23235360077.7,23235360077.7,None
2018-05-10,'600008,XD首创股,4.86,4.88,4.84,4.88,4.87,-0.01,-0.2053,0.2859,13780404,66886648.0,23428184642.6,23428184642.6,None
2018-05-09,'600008,首创股份,4.95,4.96,4.91,4.93,4.93,0.02,0.4057,0.3286,15838496,78151593.0,23862039913.8,23862039913.8,None
2018-05-08,'600008,首创股份,4.93,4.96,4.86,4.89,4.88,0.05,1.0246,0.3873,18668732,91926255.0,23765627631.3,23765627631.3,None
2018-05-07,'600008,首创股份,4.88,4.88,4.84,4.85,4.84,0.04,0.8264,0.2357,11360133,55255377.0,23524596925.1,23524596925.1,None
2018-05-04,'600008,首创股份,4.84,4.87,4.82,4.84,4.84,0.0,0.0,0.1648,7943598,38479698.0,23331772360.2,23331772360.2,None
2018-05-03,'600008,首创股份,4.84,4.88,4.8,4.87,4.87,-0.03,-0.616,0.304,14656983,70858865.0,23331772360.2,23331772360.2,None
2018-05-02,'600008,首创股份,4.87,4.94,4.86,4.92,4.92,-0.05,-1.0163,0.2319,11178937,54788979.0,23476390783.9,23476390783.9,None
2018-04-27,'600008,首创股份,4.92,4.93,4.81,4.88,4.9,0.02,0.4082,0.5747,27705257,135449898.0,23717421490.1,23717421490.1,None
2018-04-26,'600008,首创股份,4.9,4.92,4.75,4.91,4.9,0.0,0.0,0.6488,31275425,151288259.0,23621009207.6,23621009207.6,None
2018-04-25,'600008,首创股份,4.9,4.94,4.89,4.94,4.96,-0.06,-1.2097,0.3903,18816452,92438684.0,23621009207.6,23621009207.6,None
2018-04-24,'600008,首创股份,4.96,4.97,4.89,4.92,4.94,0.02,0.4049,0.4758,22937824,113278278.0,23910246055.0,23910246055.0,None
2018-04-23,'600008,首创股份,4.94,4.98,4.85,4.97,4.97,-0.03,-0.6036,0.9587,46216219,227307001.0,23813833772.6,23813833772.6,None
2018-04-20,'600008,首创股份,4.97,4.99,4.86,4.94,4.94,0.03,0.6073,0.8109,39089458,192767993.0,23958452196.3,23958452196.3,None
2018-04-19,'600008,首创股份,4.94,4.97,4.83,4.85,4.85,0.09,1.8557,0.6197,29872405,146669879.0,23813833772.6,23813833772.6,None
2018-04-18,'600008,首创股份,4.85,4.93,4.77,4.91,4.88,-0.03,-0.6148,0.4908,23659878,114563310.0,23379978501.4,23379978501.4,None
2018-04-17,'600008,首创股份,4.88,4.97,4.85,4.93,4.93,-0.05,-1.0142,0.4216,20322523,99698866.0,23524596925.1,23524596925.1,None
2018-04-16,'600008,首创股份,4.93,4.97,4.84,4.97,4.92,0.01,0.2033,0.4864,23449872,115115908.0,23765627631.3,23765627631.3,None
2018-04-13,'600008,首创股份,4.92,5.0,4.91,4.99,4.96,-0.04,-0.8065,0.3939,18989985,93881065.0,23717421490.1,23717421490.1,None
2018-04-12,'600008,首创股份,4.96,5.04,4.96,5.03,5.03,-0.07,-1.3917,0.4015,19353639,96629844.0,23910246055.0,23910246055.0,None
2018-04-11,'600008,首创股份,5.03,5.06,5.01,5.03,5.02,0.01,0.1992,0.4414,21279913,107053106.0,24247689043.7,24247689043.7,None
2018-04-10,'600008,首创股份,5.02,5.03,4.97,4.99,4.97,0.05,1.006,0.4575,22056228,110297776.0,24199482902.5,24199482902.5,None
2018-04-09,'600008,首创股份,4.97,5.04,4.95,5.0,5.01,-0.04,-0.7984,0.5868,28286504,140828578.0,23958452196.3,23958452196.3,None
2018-04-04,'600008,首创股份,5.01,5.15,5.0,5.11,5.1,-0.09,-1.7647,0.7667,36958066,187870757.0,24151276761.2,24151276761.2,None
2018-04-03,'600008,首创股份,5.1,5.21,5.09,5.21,5.23,-0.13,-2.4857,0.8616,41533520,213013369.0,24585132032.4,24585132032.4,None
2018-04-02,'600008,首创股份,5.23,5.35,5.21,5.35,5.35,-0.12,-2.243,1.3088,63091616,331829891.0,25211811868.5,25211811868.5,None
2018-03-30,'600008,首创股份,5.35,5.44,5.26,5.29,5.26,0.09,1.711,1.4828,71481873,382911156.0,25790285563.4,25790285563.4,None
2018-03-29,'600008,首创股份,5.26,5.39,5.21,5.29,5.33,-0.07,-1.3133,1.7271,83255423,440166254.0,25356430292.2,25356430292.2,None
2018-03-28,'600008,首创股份,5.33,5.45,5.11,5.12,5.19,0.14,2.6975,2.5126,121123453,645220322.0,25693873280.9,25693873280.9,None
2018-03-27,'600008,首创股份,5.19,5.23,5.15,5.22,5.15,0.04,0.7767,1.0383,50053405,259448009.0,25018987303.6,25018987303.6,None
2018-03-26,'600008,首创股份,5.15,5.17,4.91,5.02,5.12,0.03,0.5859,0.8536,41149916,208993928.0,24826162738.6,24826162738.6,None
2018-03-23,'600008,首创股份,5.12,5.13,4.8,5.02,5.12,0.0,0.0,2.5549,123161286,621644085.0,24681544314.9,24681544314.9,None
2018-03-22,'600008,首创股份,5.12,5.13,5.02,5.06,5.11,0.01,0.1957,0.6945,33481559,170456143.0,24681544314.9,24681544314.9,None
2018-03-21,'600008,首创股份,5.11,5.19,5.05,5.1,5.11,0.0,0.0,0.7028,33877354,173318551.0,24633338173.6,24633338173.6,None
2018-03-20,'600008,首创股份,5.11,5.15,5.0,5.08,5.1,0.01,0.1961,0.8084,38969030,197725348.0,24633338173.6,24633338173.6,None
2018-03-19,'600008,首创股份,5.1,5.16,5.06,5.1,5.06,0.04,0.7905,0.5546,26737204,136889892.0,24585132032.4,24585132032.4,None
2018-03-16,'600008,首创股份,5.06,5.13,5.05,5.1,5.13,-0.07,-1.3645,0.5041,24300993,123675301.0,24392307467.4,24392307467.4,None
2018-03-15,'600008,首创股份,5.13,5.25,5.08,5.11,5.12,0.01,0.1953,0.7596,36619743,188753697.0,24729750456.1,24729750456.1,None
2018-03-14,'600008,首创股份,5.12,5.2,5.11,5.17,5.17,-0.05,-0.9671,0.6427,30980442,159380866.0,24681544314.9,24681544314.9,None
2018-03-13,'600008,首创股份,5.17,5.24,5.16,5.22,5.25,-0.08,-1.5238,0.6751,32545407,169096019.0,24922575021.1,24922575021.1,None
2018-03-12,'600008,首创股份,5.25,5.28,5.14,5.2,5.24,0.01,0.1908,1.3071,63009242,326820741.0,25308224151.0,25308224151.0,None
2018-03-09,'600008,首创股份,5.24,5.38,5.17,5.28,5.3,-0.06,-1.1321,2.1202,102205098,538694984.0,25260018009.8,25260018009.8,None
2018-03-08,'600008,首创股份,5.3,5.43,4.94,4.97,4.98,0.32,6.4257,2.8321,136526419,709710778.0,25549254857.2,25549254857.2,None
2018-03-07,'600008,首创股份,4.98,5.05,4.97,5.03,5.06,-0.08,-1.581,0.6547,31561817,157858184.0,24006658337.5,24006658337.5,None
2018-03-06,'600008,首创股份,5.06,5.09,4.97,4.99,4.98,0.08,1.6064,0.9309,44873904,225952662.0,24392307467.4,24392307467.4,None
2018-03-05,'600008,首创股份,4.98,5.02,4.95,5.0,5.01,-0.03,-0.5988,0.5427,26159776,130246776.0,24006658337.5,24006658337.5,None
2018-03-02,'600008,首创股份,5.01,5.04,4.92,4.94,4.97,0.04,0.8048,0.8459,40779057,203998632.0,24151276761.2,24151276761.2,None
2018-03-01,'600008,首创股份,4.97,5.0,4.92,4.92,4.97,0.0,0.0,0.6344,30583320,151752739.0,23958452196.3,23958452196.3,None
2018-02-28,'600008,首创股份,4.97,5.04,4.89,4.9,4.96,0.01,0.2016,0.8101,39053109,194732054.0,23958452196.3,23958452196.3,None
2018-02-27,'600008,首创股份,4.96,5.04,4.94,5.04,5.04,-0.08,-1.5873,0.8962,43203335,215258495.0,23910246055.0,23910246055.0,None
2018-02-26,'600008,首创股份,5.04,5.05,4.88,5.0,4.93,0.11,2.2312,1.2231,58959270,293719727.0,24295895185.0,24295895185.0,None
2018-02-23,'600008,首创股份,4.93,5.14,4.9,5.0,4.87,0.06,1.232,1.7078,82327232,412486499.0,23765627631.3,23765627631.3,None
2018-02-22,'600008,首创股份,4.87,5.01,4.64,4.7,4.64,0.23,4.9569,1.2263,59115515,285653255.0,23476390783.9,23476390783.9,None
2018-02-14,'600008,首创股份,4.64,4.65,4.58,4.6,4.6,0.04,0.8696,0.4117,19847182,91766682.0,22367649535.4,22367649535.4,None
2018-02-13,'600008,首创股份,4.6,4.74,4.53,4.55,4.5,0.1,2.2222,0.6117,29488305,136418471.0,22174824970.4,22174824970.4,None
2018-02-12,'600008,首创股份,4.5,4.53,4.45,4.47,4.44,0.06,1.3514,0.3571,17216682,77448289.0,21692763558.0,21692763558.0,None
2018-02-09,'600008,首创股份,4.44,4.64,4.29,4.58,4.69,-0.25,-5.3305,0.7727,37247861,167323368.0,21403526710.6,21403526710.6,None
2018-02-08,'600008,首创股份,4.69,4.72,4.6,4.64,4.64,0.05,1.0776,0.4418,21295529,99781723.0,22608680241.6,22608680241.6,None
2018-02-07,'600008,首创股份,4.64,4.75,4.54,4.72,4.62,0.02,0.4329,0.671,32344935,150544558.0,22367649535.4,22367649535.4,None
2018-02-06,'600008,首创股份,4.62,4.95,4.6,4.95,5.02,-0.4,-7.9681,1.0499,50612781,243156927.0,22271237252.9,22271237252.9,None
2018-02-05,'600008,首创股份,5.02,5.06,4.97,5.06,5.05,-0.03,-0.5941,0.5833,28116591,140885790.0,24199482902.5,24199482902.5,None
2018-02-02,'600008,首创股份,5.05,5.06,4.88,5.0,5.0,0.05,1.0,0.6006,28954059,144126271.0,24344101326.2,24344101326.2,None
2018-02-01,'600008,首创股份,5.0,5.22,4.99,5.2,5.17,-0.17,-3.2882,1.0098,48676883,247878541.0,24103070620.0,24103070620.0,None
2018-01-31,'600008,首创股份,5.17,5.28,5.16,5.27,5.27,-0.1,-1.8975,0.722,34805800,180900428.0,24922575021.1,24922575021.1,None
2018-01-30,'600008,首创股份,5.27,5.34,5.25,5.3,5.31,-0.04,-0.7533,0.5345,25766418,136307068.0,25404636433.5,25404636433.5,None
2018-01-29,'600008,首创股份,5.31,5.48,5.29,5.45,5.44,-0.13,-2.3897,0.9427,45444450,244122990.0,25597460998.4,25597460998.4,None
2018-01-26,'600008,首创股份,5.44,5.56,5.43,5.51,5.51,-0.07,-1.2704,0.8123,39157677,214828657.0,26224140834.6,26224140834.6,None
2018-01-25,'600008,首创股份,5.51,5.58,5.44,5.47,5.5,0.01,0.1818,1.2404,59794239,330118665.0,26561583823.2,26561583823.2,None
2018-01-24,'600008,首创股份,5.5,5.55,5.39,5.46,5.48,0.02,0.365,1.2996,62650065,343228471.0,26513377682.0,26513377682.0,None
2018-01-23,'600008,首创股份,5.48,5.51,5.43,5.47,5.48,0.0,0.0,0.8976,43267581,236638115.0,26416965399.5,26416965399.5,None
2018-01-22,'600008,首创股份,5.48,5.53,5.4,5.49,5.46,0.02,0.3663,0.9482,45707977,249537672.0,26416965399.5,26416965399.5,None
2018-01-19,'600008,首创股份,5.46,5.51,5.38,5.41,5.41,0.05,0.9242,0.9647,46505976,253884617.0,26320553117.0,26320553117.0,None
2018-01-18,'600008,首创股份,5.41,5.48,5.4,5.43,5.45,-0.04,-0.7339,0.6631,31967348,173491764.0,26079522410.8,26079522410.8,None
2018-01-17,'600008,首创股份,5.45,5.48,5.28,5.39,5.37,0.08,1.4898,1.3396,64575525,348757501.0,26272346975.8,26272346975.8,None
2018-01-16,'600008,首创股份,5.37,5.38,5.27,5.28,5.32,0.05,0.9398,0.7288,35133207,187071212.0,25886697845.9,25886697845.9,None
2018-01-15,'600008,首创股份,5.32,5.5,5.3,5.49,5.47,-0.15,-2.7422,0.9724,46877722,252511163.0,25645667139.7,25645667139.7,None
2018-01-12,'600008,首创股份,5.47,5.55,5.43,5.44,5.46,0.01,0.1832,1.0254,49430288,271596215.0,26368759258.3,26368759258.3,None
2018-01-11,'600008,首创股份,5.46,5.48,5.4,5.48,5.5,-0.04,-0.7273,0.9107,43902911,239009959.0,26320553117.0,26320553117.0,None
2018-01-10,'600008,首创股份,5.5,5.58,5.47,5.56,5.61,-0.11,-1.9608,1.1235,54161625,298634156.0,26513377682.0,26513377682.0,None
2018-01-09,'600008,首创股份,5.61,5.73,5.54,5.67,5.66,-0.05,-0.8834,1.6387,78993998,442781947.0,27043645235.6,27043645235.6,None
2018-01-08,'600008,首创股份,5.66,5.72,5.63,5.64,5.73,-0.07,-1.2216,1.6386,78992003,447402918.0,27284675941.8,27284675941.8,None
2018-01-05,'600008,首创股份,5.73,5.79,5.61,5.66,5.81,-0.08,-1.3769,3.2053,154515111,878840735.0,27622118930.5,27622118930.5,None
2018-01-04,'600008,首创股份,5.81,6.07,5.76,6.01,5.72,0.09,1.5734,6.0464,291475185,1723203348.0,28007768060.4,28007768060.4,None
2018-01-03,'600008,首创股份,5.72,5.72,5.29,5.3,5.2,0.52,10.0,2.9578,142584075,794406698.0,27573912789.3,27573912789.3,None
2018-01-02,'600008,首创股份,5.2,5.22,5.13,5.15,5.14,0.06,1.1673,0.7297,35174413,182126121.0,25067193444.8,25067193444.8,None
2017-12-29,'600008,首创股份,5.14,5.16,5.11,5.15,5.13,0.01,0.1949,0.3734,17999569,92268432.0,24777956597.4,24777956597.4,None
2017-12-28,'600008,首创股份,5.13,5.17,5.07,5.09,5.11,0.02,0.3914,0.5351,25796464,132109594.0,24729750456.1,24729750456.1,None
2017-12-27,'600008,首创股份,5.11,5.18,5.1,5.15,5.14,-0.03,-0.5837,0.5664,27304481,140084251.0,24633338173.6,24633338173.6,None
2017-12-26,'600008,首创股份,5.14,5.15,5.04,5.06,5.06,0.08,1.581,0.552,26612040,135663875.0,24777956597.4,24777956597.4,None
2017-12-25,'600008,首创股份,5.06,5.19,5.05,5.17,5.19,-0.13,-2.5048,0.7104,34243742,175158950.0,24392307467.4,24392307467.4,None
2017-12-22,'600008,首创股份,5.19,5.24,5.17,5.23,5.2,-0.01,-0.1923,0.4372,21077824,109641829.0,25018987303.6,25018987303.6,None
2017-12-21,'600008,首创股份,5.2,5.22,5.16,5.21,5.18,0.02,0.3861,0.5074,24460449,127036589.0,25067193444.8,25067193444.8,None
2017-12-20,'600008,首创股份,5.18,5.32,5.16,5.31,5.29,-0.11,-2.0794,0.6365,30682987,160358334.0,24970781162.3,24970781162.3,None
2017-12-19,'600008,首创股份,5.29,5.3,5.21,5.24,5.24,0.05,0.9542,0.6354,30632046,161174375.0,25501048716.0,25501048716.0,None
2017-12-18,'600008,首创股份,5.24,5.3,5.21,5.28,5.31,-0.07,-1.3183,0.5557,26787483,140582634.0,25260018009.8,25260018009.8,None
2017-12-15,'600008,首创股份,5.31,5.34,5.2,5.22,5.23,0.08,1.5296,1.1601,55921841,295220162.0,25597460998.4,25597460998.4,None
2017-12-14,'600008,首创股份,5.23,5.27,5.17,5.23,5.22,0.01,0.1916,0.5879,28339219,148149785.0,25211811868.5,25211811868.5,None
2017-12-13,'600008,首创股份,5.22,5.24,5.13,5.17,5.17,0.05,0.9671,0.4717,22740611,118372947.0,25163605727.3,25163605727.3,None
2017-12-12,'600008,首创股份,5.17,5.24,5.16,5.23,5.23,-0.06,-1.1472,0.3924,18914931,98170857.0,24922575021.1,24922575021.1,None
2017-12-11,'600008,首创股份,5.23,5.25,5.17,5.18,5.2,0.03,0.5769,0.5765,27789240,144871903.0,25211811868.5,25211811868.5,None
2017-12-08,'600008,首创股份,5.2,5.26,5.14,5.15,5.15,0.05,0.9709,0.5703,27492343,142916685.0,25067193444.8,25067193444.8,None
2017-12-07,'600008,首创股份,5.15,5.23,5.14,5.18,5.18,-0.03,-0.5792,0.4545,21907894,113402513.0,24826162738.6,24826162738.6,None
2017-12-06,'600008,首创股份,5.18,5.24,5.11,5.15,5.15,0.03,0.5825,0.5511,26568164,137383171.0,24970781162.3,24970781162.3,None
2017-12-05,'600008,首创股份,5.15,5.28,5.11,5.24,5.23,-0.08,-1.5296,0.6802,32791726,170053293.0,24826162738.6,24826162738.6,None
2017-12-04,'600008,首创股份,5.23,5.38,5.22,5.36,5.39,-0.16,-2.9685,0.6277,30259193,160079056.0,25211811868.5,25211811868.5,None
2017-12-01,'600008,首创股份,5.39,5.4,5.32,5.32,5.32,0.07,1.3158,0.458,22078056,118618890.0,25983110128.4,25983110128.4,None
2017-11-30,'600008,首创股份,5.32,5.45,5.31,5.4,5.47,-0.15,-2.7422,0.7783,37518548,201516030.0,25645667139.7,25645667139.7,None
2017-11-29,'600008,首创股份,5.47,5.55,5.4,5.53,5.51,-0.04,-0.726,0.8425,40615461,221949649.0,26368759258.3,26368759258.3,None
2017-11-28,'600008,首创股份,5.51,5.62,5.41,5.47,5.44,0.07,1.2868,1.0014,48271474,265768568.0,26561583823.2,26561583823.2,None
2017-11-27,'600008,首创股份,5.44,5.54,5.39,5.43,5.44,0.0,0.0,1.2156,58601603,320766700.0,26224140834.6,26224140834.6,None
2017-11-24,'600008,首创股份,5.44,5.5,5.19,5.23,5.29,0.15,2.8355,1.5998,77119172,415638138.0,26224140834.6,26224140834.6,None
2017-11-23,'600008,首创股份,5.29,5.62,5.15,5.19,5.21,0.08,1.5355,1.9918,96019270,518849582.0,25501048716.0,25501048716.0,None
2017-11-22,'600008,首创股份,5.21,5.23,5.15,5.2,5.2,0.01,0.1923,0.6155,29670240,154063128.0,25115399586.0,25115399586.0,None
2017-11-21,'600008,首创股份,5.2,5.25,5.15,5.2,5.21,-0.01,-0.1919,0.5567,26837419,139698226.0,25067193444.8,25067193444.8,None
2017-11-20,'600008,首创股份,5.21,5.22,5.12,5.16,5.21,0.0,0.0,0.5589,26942026,139229025.0,25115399586.0,25115399586.0,None
2017-11-17,'600008,首创股份,5.21,5.5,5.15,5.49,5.46,-0.25,-4.5788,1.1924,57481114,305007470.0,25115399586.0,25115399586.0,None
2017-11-16,'600008,首创股份,5.46,5.57,5.45,5.53,5.55,-0.09,-1.6216,0.732,35286915,194326565.0,26320553117.0,26320553117.0,None
2017-11-15,'600008,首创股份,5.55,5.64,5.54,5.59,5.63,-0.08,-1.421,0.5927,28572056,159232905.0,26754408388.2,26754408388.2,None
2017-11-14,'600008,首创股份,5.63,5.71,5.53,5.55,5.55,0.08,1.4414,1.1593,55883142,315407998.0,27140057518.1,27140057518.1,None
2017-11-13,'600008,首创股份,5.55,5.61,5.51,5.59,5.59,-0.04,-0.7156,0.7049,33980609,188347977.0,26754408388.2,26754408388.2,None
2017-11-10,'600008,首创股份,5.59,5.68,5.56,5.68,5.68,-0.09,-1.5845,0.8713,41999760,235246946.0,26947232953.2,26947232953.2,None
2017-11-09,'600008,首创股份,5.68,5.71,5.65,5.69,5.7,-0.02,-0.3509,0.5547,26739448,151810223.0,27381088224.3,27381088224.3,None
2017-11-08,'600008,首创股份,5.7,5.74,5.68,5.7,5.72,-0.02,-0.3497,0.6233,30045100,171627299.0,27477500506.8,27477500506.8,None
2017-11-07,'600008,首创股份,5.72,5.73,5.63,5.72,5.69,0.03,0.5272,0.7635,36806840,209244826.0,27573912789.3,27573912789.3,None
2017-11-06,'600008,首创股份,5.69,5.7,5.52,5.63,5.63,0.06,1.0657,0.7592,36599092,205875704.0,27429294365.6,27429294365.6,None
2017-11-03,'600008,首创股份,5.63,5.75,5.57,5.73,5.77,-0.14,-2.4263,0.9021,43484366,245770341.0,27140057518.1,27140057518.1,None
2017-11-02,'600008,首创股份,5.77,5.87,5.69,5.85,5.83,-0.06,-1.0292,1.0338,49834708,287459418.0,27814943495.5,27814943495.5,None
2017-11-01,'600008,首创股份,5.83,5.92,5.82,5.9,5.89,-0.06,-1.0187,0.7687,37056905,216903488.0,28104180342.9,28104180342.9,None
2017-10-31,'600008,首创股份,5.89,5.95,5.85,5.91,5.91,-0.02,-0.3384,0.6302,30381813,179019741.0,28393417190.4,28393417190.4,None
2017-10-30,'600008,首创股份,5.91,6.13,5.83,6.12,6.11,-0.2,-3.2733,1.2045,58066317,343919679.0,28489829472.8,28489829472.8,None
2017-10-27,'600008,首创股份,6.11,6.18,6.07,6.17,6.16,-0.05,-0.8117,0.8382,40408694,247062916.0,29453952297.6,29453952297.6,None
2017-10-26,'600008,首创股份,6.16,6.21,6.13,6.18,6.18,-0.02,-0.3236,0.7258,34988072,215641880.0,29694983003.8,29694983003.8,None
2017-10-25,'600008,首创股份,6.18,6.26,6.15,6.18,6.17,0.01,0.1621,0.7637,36815157,228376463.0,29791395286.3,29791395286.3,None
2017-10-24,'600008,首创股份,6.17,6.24,6.11,6.23,6.25,-0.08,-1.28,0.9044,43596133,268309340.0,29743189145.1,29743189145.1,None
2017-10-23,'600008,首创股份,6.25,6.32,6.07,6.11,6.1,0.15,2.459,1.4106,67999417,423906638.0,30128838275.0,30128838275.0,None
2017-10-20,'600008,首创股份,6.1,6.11,6.02,6.05,6.08,0.02,0.3289,0.7146,34448900,209458869.0,29405746156.4,29405746156.4,None
2017-10-19,'600008,首创股份,6.08,6.25,6.06,6.25,6.27,-0.19,-3.0303,1.2996,62646366,383815161.0,29309333873.9,29309333873.9,None
2017-10-18,'600008,首创股份,6.27,6.44,6.26,6.29,6.25,0.02,0.32,1.2719,61315082,388745811.0,30225250557.5,30225250557.5,None
2017-10-17,'600008,首创股份,6.25,6.35,6.2,6.24,6.26,-0.01,-0.1597,0.6998,33736489,211364865.0,30128838275.0,30128838275.0,None
2017-10-16,'600008,首创股份,6.26,6.5,6.25,6.48,6.47,-0.21,-3.2457,1.5578,75095333,476399690.0,30177044416.2,30177044416.2,None
2017-10-13,'600008,首创股份,6.47,6.49,6.13,6.2,6.2,0.27,4.3548,2.8002,134984683,859196873.0,31189373382.3,31189373382.3,None
2017-10-12,'600008,首创股份,6.2,6.28,6.16,6.21,6.21,-0.01,-0.161,0.8626,41584715,258242575.0,29887807568.8,29887807568.8,None
2017-10-11,'600008,首创股份,6.21,6.39,6.19,6.39,6.4,-0.19,-2.9688,1.5551,74963104,470272729.0,29936013710.0,29936013710.0,None
2017-10-10,'600008,首创股份,6.4,6.42,6.33,6.4,6.41,-0.01,-0.156,0.8554,41234292,262608198.0,30851930393.6,30851930393.6,None
2017-10-09,'600008,首创股份,6.41,6.5,6.38,6.45,6.4,0.01,0.1563,1.0243,49376719,317432555.0,30900136534.8,30900136534.8,None
